Settlement Date,Spot Price ($/MWh),Scheduled Demand (MW),Scheduled Generation (MW),Semi Scheduled Generation (MW),Net Import (MW),Type
28/10/2025 09:15,-19.99,3601.77,2060.1215,1623.5185,160.2,"ACTUAL"
28/10/2025 09:20,-13.38013,3583.37,2076.74747,1615.06253,204.86,"ACTUAL"
28/10/2025 09:25,-19.93,3491.84,2028.00453,1584.34547,194.08,"ACTUAL"
28/10/2025 09:30,-19.93,3460.66,2000.99563,1574.31437,183.36,"ACTUAL"
28/10/2025 09:35,-17.67357,3438.96,2057.64818,1514.14182,206.95,"ACTUAL"
28/10/2025 09:40,-12.51,3423.96,2061.00076,1475.04924,219.75,"ACTUAL"
28/10/2025 09:45,-14.1195,3391.44,2061.00309,1415.02691,172,"ACTUAL"
28/10/2025 09:50,-14.21717,3365.06,2060.9994,1373.0606,158.02,"ACTUAL"
28/10/2025 09:55,-14.30158,3341.98,2061.00299,1337.81701,150.69,"ACTUAL"
28/10/2025 10:00,-13.73738,3208.28,2060.99937,1363.17063,292.45,"ACTUAL"
28/10/2025 10:05,-14.01077,3196.3,2061.00238,1260.27762,208.64,"ACTUAL"
28/10/2025 10:10,-13.27716,3203.33,2061.00007,1285.89993,232.86,"ACTUAL"
28/10/2025 10:15,-22.14952,3063.79,2257.99566,1158.20434,412.29,"ACTUAL"
28/10/2025 10:20,-19.9,3124.23,2278.51271,1160.01729,372.35,"ACTUAL"
28/10/2025 10:25,-13.81,3179.99,2311.00345,1135.86655,327.3,"ACTUAL"
28/10/2025 10:30,-15.74594,3169.03,2311.99859,1143.71141,348.59,"ACTUAL"
28/10/2025 10:35,-19.9,3123.9,2287.30078,1178.04922,402.86,"ACTUAL"
28/10/2025 10:40,-19.9,3121.61,2294.53541,1142.46459,376.78,"ACTUAL"
28/10/2025 10:45,-12.51,3245.3,2061.00202,1198.21798,107.44,"ACTUAL"
28/10/2025 10:50,-12.50958,3307.9,2060.99596,1334.58404,178.87,"ACTUAL"
28/10/2025 10:55,-12.50958,3269.75,2060.99738,1288.02262,170.96,"ACTUAL"
28/10/2025 11:00,-12.51,3215.53,2060.99711,1182.59289,125.84,"ACTUAL"
28/10/2025 11:05,-13.47387,3120.17,2061.00119,1128.83881,166.62,"ACTUAL"
28/10/2025 11:10,-13.74505,3035.94,2061.00183,1154.72817,254.72,"ACTUAL"
28/10/2025 11:15,-13.15781,3095.29,2060.99979,1130.89021,176.17,"ACTUAL"
28/10/2025 11:20,-18.41,3035.41,2061.00203,1113.03797,197.46,"ACTUAL"
28/10/2025 11:25,-13.81,3062.79,2061.0022,1128.1478,183.53,"ACTUAL"
28/10/2025 11:30,-16.06574,3078.4,2060.99602,1113.95398,154.37,"ACTUAL"
28/10/2025 11:35,-15.97405,3002.07,2061.00171,1083.18829,201.96,"ACTUAL"
28/10/2025 11:40,-19.9,2979.87,2058.69668,1070.26332,203.38,"ACTUAL"
28/10/2025 11:45,-20.55,2919.03,2028.40794,1010.25206,176.88,"ACTUAL"
28/10/2025 11:50,-19.93,2929.79,2025.00147,1051.31853,209.39,"ACTUAL"
28/10/2025 11:55,-19.93,2931.26,2006.99559,1069.00441,207.97,"ACTUAL"
28/10/2025 12:00,-22.8054,2845.08,2001.00275,1017.59725,234.73,"ACTUAL"
28/10/2025 12:05,-19.93,2913.97,2017.00473,1054.87527,219.78,"ACTUAL"
28/10/2025 12:10,-19.9,2939.74,2047.38485,1064.59515,235.84,"ACTUAL"
28/10/2025 12:15,-15.41432,2995.73,2060.99604,1321.69396,428.92,"ACTUAL"
28/10/2025 12:20,-13.67863,3012.69,2061.00232,1048.14768,162.71,"ACTUAL"
28/10/2025 12:25,-19.93,2912.28,2018.43558,997.21442,166.45,"ACTUAL"
28/10/2025 12:30,-22.91141,2826.07,2000.99638,981.88362,214.77,"ACTUAL"
