date,Price,Demand,Scheduled_Gen,Semi_Scheduled_Gen,Net_Import
2025-10-26 12:35:00,9.60428,6435.14,3401.40065,3216.62935,182.72
2025-10-26 12:40:00,105.37813,6463.66,3637.29397,3140.15603,314.73
2025-10-26 12:45:00,60.79561,6585.02,3526.20584,3385.31416,328.44
2025-10-26 12:50:00,41.38323,6589.22,3608.08176,3346.09824,367.61
2025-10-26 12:55:00,27.68649,6699.26,3428.80163,3299.25837,29.3
2025-10-26 13:00:00,106.28017,6743.34,3670.31355,3349.80645,278.18
2025-10-26 13:05:00,47.63386,6822.13,3670.03452,3385.33548,234.2
2025-10-26 13:10:00,5.98557,6799.73,3587.37633,3070.28367,-140.58
2025-10-26 13:15:00,-7.50577,6716.88,3628.07524,3001.11476,-86.22
2025-10-26 13:20:00,-10.01,6744.91,3641.96324,2796.00676,-302.22
2025-10-26 13:25:00,-7.61781,7070.99,3579.30194,3123.93806,-361.46
2025-10-26 13:30:00,-6.1308,6851.59,3537.82097,3149.15903,-162.43
2025-10-26 13:35:00,-10.14996,6666.89,3537.87007,3106.94993,-21.34
2025-10-26 13:40:00,18.18649,6749.34,3553.27209,3379.87791,184.61
2025-10-26 13:45:00,3.78735,6693.09,3571.65938,3188.59062,67.7
2025-10-26 13:50:00,-10.23781,6640.71,3571.66144,2945.33856,-121.19
2025-10-26 13:55:00,25.19854,6594.74,3578.30967,3028.48033,11.95
2025-10-26 14:00:00,-11.74638,6552.66,3571.4999,2918.6901,-57.78
2025-10-26 14:05:00,-10.38104,6514.85,3513.31238,2975.38762,-21.71
2025-10-26 14:10:00,36.32615,6463.18,3657.6832,2971.6768,165.97
2025-10-26 14:15:00,23.99878,6594.03,3522.46304,2811.06696,-257.06
2025-10-26 14:20:00,-0.01,6728.7,3505.15753,2681.63247,-526.7
2025-10-26 14:25:00,36.1118,6704.33,3576.97839,2732.04161,-388.28
2025-10-26 14:30:00,48.06614,6739.79,3757.19124,2716.65876,-262.17
2025-10-26 14:35:00,-10.93137,6486.73,3630.35697,2543.97303,-304.9
2025-10-26 14:40:00,-11.01,6594.86,3663.22389,2254.55611,-654.28
2025-10-26 14:45:00,-11.58,6553.36,3668.8572,2163.5328,-695.15
2025-10-26 14:50:00,-6.72592,6594.38,3742.05255,2553.85745,-289.79
2025-10-26 14:55:00,-4.36152,6623.36,3776.51569,2642.89431,-198.31
2025-10-26 15:00:00,-9.31,6728.19,3781.48005,2510.62995,-423.51
2025-10-26 15:05:00,-8.4,6711.09,3831.45887,2460.06113,-406.12
2025-10-26 15:10:00,-10.99,6744.33,3864.3013,2235.2887,-621.08
2025-10-26 15:15:00,30.64748,6882.04,3948.61669,2412.81331,-508.54
2025-10-26 15:20:00,0.0,7019.01,3959.40285,2363.30715,-670.4
2025-10-26 15:25:00,-7.86039,7203.12,3991.01991,2606.95009,-584.2
2025-10-26 15:30:00,44.94,7365.15,4100.57693,2561.51307,-682.1
2025-10-26 15:35:00,57.12882,7371.09,4276.31179,2364.65821,-707.88
2025-10-26 15:40:00,93.46306,7538.65,4488.88108,2277.14892,-748.36
2025-10-26 15:45:00,64.75002,7652.24,4482.89628,2410.62372,-734.69
2025-10-26 15:50:00,84.75001,7861.49,4773.2899,2286.7501,-774.23
2025-10-26 15:55:00,76.12309,7912.64,4833.14374,2345.25626,-710.4
2025-10-26 16:00:00,109.36184,8052.56,5137.94236,2164.19764,-724.93
2025-10-26 16:05:00,54.76006,8277.94,5192.3463,2289.8737,-766.74
2025-10-26 16:10:00,44.93996,8318.21,5086.57147,2634.39853,-578.57
2025-10-26 16:15:00,54.76006,8436.78,5316.21236,2272.64764,-814.53
2025-10-26 16:20:00,65.9493,8342.58,5428.61747,2363.03253,-533.95
2025-10-26 16:25:00,86.33349,8420.1,5687.25667,2562.77333,-166.72
2025-10-26 16:30:00,78.92365,8445.97,5821.81458,2288.22542,-327.51
2025-10-26 16:35:00,65.07001,8529.97,5880.35947,2288.86053,-351.28
2025-10-26 16:40:00,83.73,8377.07,6202.12177,1879.11823,-288.8
2025-10-26 16:45:00,78.83017,8356.4,6201.67398,1724.92602,-417.93
2025-10-26 16:50:00,83.73002,8354.56,6229.69272,1764.17728,-351.45
2025-10-26 16:55:00,98.73,8316.58,6331.29881,1808.48119,-173.32
2025-10-26 17:00:00,93.07214,8334.99,6316.23317,1748.87683,-263.76
2025-10-26 17:05:00,98.73,8310.16,6411.45065,1599.08935,-292.58
2025-10-26 17:10:00,0.0,8275.77,6109.5775,1463.4425,-678.23
2025-10-26 17:15:00,91.39635,8224.36,6358.81665,1369.96335,-481.33
2025-10-26 17:20:00,90.2207,8179.02,6426.39191,1331.47809,-410.15
