date,Price,Demand,Scheduled_Gen,Semi_Scheduled_Gen,Net_Import
2025-10-26 12:40:00,-80.0,779.85,79.99833,814.90167,123.67
2025-10-26 12:45:00,-89.0,714.33,79.99777,763.84223,138.99
2025-10-26 12:50:00,-92.01,708.63,79.99733,664.48267,42.72
2025-10-26 12:55:00,-89.0,636.69,80.00291,747.66709,201.57
2025-10-26 13:00:00,-92.01,517.82,80.00441,667.59559,241.7
2025-10-26 13:05:00,-222.67952,598.81,79.99649,531.80351,19.25
2025-10-26 13:10:00,-100.0,519.62,88.00224,596.77776,174.82
2025-10-26 13:15:00,-92.01,344.05,99.00002,662.54998,435.56
2025-10-26 13:20:00,-89.0,351.38,101.00385,713.20615,481.72
2025-10-26 13:25:00,-93.03,371.67,104.00474,658.23526,407.23
2025-10-26 13:30:00,-92.01,343.69,80.00029,662.30971,416.16
2025-10-26 13:35:00,-89.0,432.32,80.00267,744.26733,408.65
2025-10-26 13:40:00,-228.73804,408.95,80.00329,525.30671,205.98
2025-10-26 13:45:00,-182.41,523.37,80.0043,398.0257,-41.44
2025-10-26 13:50:00,-179.67,498.01,80.0047,395.3353,-18.51
2025-10-26 13:55:00,-306.07359,482.17,100.99871,310.99129,-66.74
2025-10-26 14:00:00,-21.78721,303.5,103.0023,575.4677,389.55
2025-10-26 14:05:00,-21.54077,274.3,95.0,530.84,365.08
2025-10-26 14:10:00,-88.08208,329.32,80.00293,620.19707,384.68
2025-10-26 14:15:00,-181.42,464.57,79.9974,513.1426,135.57
2025-10-26 14:20:00,-80.0,430.56,80.00249,739.32751,403.5
2025-10-26 14:25:00,-89.0,396.0,80.00482,699.69518,398.17
2025-10-26 14:30:00,-145.0,289.32,80.00405,555.95595,360.14
2025-10-26 14:35:00,-253.56808,254.16,80.0021,417.5979,254.22
2025-10-26 14:40:00,-89.0,124.68,79.99623,590.60377,562.41
2025-10-26 14:45:00,-100.0,120.06,79.99664,587.89336,570.31
2025-10-26 14:50:00,-211.4572,205.91,85.0012,446.3988,339.06
2025-10-26 14:55:00,-210.90318,198.33,84.9987,330.1413,227.26
2025-10-26 15:00:00,-100.0,156.14,79.99796,386.57204,324.22
2025-10-26 15:05:00,-93.78211,165.73,80.0,480.64,411.93
2025-10-26 15:10:00,-108.48108,215.25,79.9979,467.9121,346.77
