date,Price,Demand,Scheduled_Gen,Semi_Scheduled_Gen,Net_Import
2025-10-26 12:40:00,0.22,782.98,721.03518,61.94482,0.0
2025-10-26 12:45:00,0.22,784.83,725.01828,59.81172,0.0
2025-10-26 12:50:00,0.22,790.01,731.72969,58.28031,0.0
2025-10-26 12:55:00,0.22,792.83,725.16161,67.66839,0.0
2025-10-26 13:00:00,2.08,820.18,752.84629,67.33371,0.0
2025-10-26 13:05:00,1.08,811.65,724.22931,87.42069,0.0
2025-10-26 13:10:00,1.23227,824.56,741.98822,82.57178,0.0
2025-10-26 13:15:00,1.08,800.97,724.02886,76.94114,0.0
2025-10-26 13:20:00,1.23227,805.36,731.83312,73.52688,0.0
2025-10-26 13:25:00,1.08,798.83,725.05845,73.77155,0.0
2025-10-26 13:30:00,0.6358,798.35,717.722,80.628,0.0
2025-10-26 13:35:00,1.08,801.61,726.80775,74.80225,0.0
2025-10-26 13:40:00,0.12,805.29,607.83952,72.45048,-122.88
2025-10-26 13:45:00,1.08,798.22,719.98456,78.23544,0.0
2025-10-26 13:50:00,0.18328,797.7,693.04161,78.02839,-26.45
2025-10-26 13:55:00,1.08,794.48,717.77584,76.70416,0.0
2025-10-26 14:00:00,0.18328,780.14,716.4219,63.7181,0.0
2025-10-26 14:05:00,0.16,778.76,704.58769,74.17231,0.0
2025-10-26 14:10:00,-0.69543,798.77,604.04492,69.72508,-122.88
2025-10-26 14:15:00,0.57826,794.37,708.54525,74.26475,-11.57
2025-10-26 14:20:00,1.23227,822.71,752.45421,70.25579,0.0
2025-10-26 14:25:00,0.14,833.23,670.02075,61.73925,-100.0
2025-10-26 14:30:00,0.16,834.08,665.9638,68.1162,-100.0
2025-10-26 14:35:00,0.16,840.38,677.52497,62.85503,-100.0
2025-10-26 14:40:00,2.08,848.03,785.12807,62.90193,0.0
2025-10-26 14:45:00,5.2,884.09,822.46192,61.62808,0.0
2025-10-26 14:50:00,0.67676,876.72,716.73478,58.51522,-100.0
2025-10-26 14:55:00,0.08,886.0,515.84838,64.36162,-305.8
2025-10-26 15:00:00,0.16,884.44,722.17875,57.66125,-104.6
2025-10-26 15:05:00,5.2,895.87,832.10642,63.76358,0.0
2025-10-26 15:10:00,7.2,933.01,869.99028,63.01972,0.0
2025-10-26 15:15:00,5.16,923.59,853.79646,69.79354,0.0
2025-10-26 15:20:00,6.42026,928.29,858.46681,69.82319,0.0
2025-10-26 15:25:00,5.20696,943.55,876.32128,67.22872,0.0
2025-10-26 15:30:00,5.20696,956.18,885.78911,70.39089,0.0
2025-10-26 15:35:00,5.20696,964.24,887.0247,77.2153,0.0
2025-10-26 15:40:00,6.2,985.89,910.12255,75.76745,0.0
2025-10-26 15:45:00,6.18583,977.35,894.71773,82.63227,0.0
2025-10-26 15:50:00,6.18583,978.48,897.78844,80.69156,0.0
2025-10-26 15:55:00,5.62286,983.7,892.4606,91.2394,0.0
2025-10-26 16:00:00,6.18583,997.41,900.75207,96.65793,0.0
2025-10-26 16:05:00,4.63292,1006.81,808.85868,96.17132,-100.3
2025-10-26 16:10:00,40.17743,1004.08,874.89942,100.50058,-28.68
2025-10-26 16:15:00,53.61597,1006.48,874.90003,115.39997,-16.18
2025-10-26 16:20:00,49.39881,1031.31,882.90024,111.50976,-36.61
2025-10-26 16:25:00,6.2,1023.64,916.74733,106.89267,0.0
2025-10-26 16:30:00,6.18583,1020.02,903.85427,116.16573,0.0
2025-10-26 16:35:00,7.2,1028.79,909.91308,118.87692,0.0
2025-10-26 16:40:00,6.2,1031.41,911.14736,120.26264,0.0
2025-10-26 16:45:00,7.2,1055.2,928.0405,127.1595,0.0
2025-10-26 16:50:00,7.2,1051.59,927.21888,124.37112,0.0
2025-10-26 16:55:00,7.2,1056.93,930.84754,126.08246,0.0
2025-10-26 17:00:00,51.39081,1065.81,935.9027,127.7773,-2.12
2025-10-26 17:05:00,6.2,1060.58,934.18884,126.39116,0.0
2025-10-26 17:10:00,58.52657,1076.85,935.89954,133.37046,-7.54
2025-10-26 17:15:00,15.74495,1081.03,940.00299,126.02701,-14.91
2025-10-26 17:20:00,15.69075,1079.66,939.90433,118.52567,-21.1
2025-10-26 17:25:00,39.90203,1066.71,933.902,129.708,-3.1
2025-10-26 17:30:00,6.2,1068.52,932.68515,135.83485,0.0
2025-10-26 17:35:00,5.06,1064.76,926.13416,138.62584,0.0
2025-10-26 17:40:00,11.23988,1059.92,966.9004,135.4896,42.5
2025-10-26 17:45:00,5.06,1073.81,930.53096,143.27904,0.0
2025-10-26 17:50:00,4.24919,1066.94,921.18706,145.75294,0.0
2025-10-26 17:55:00,15.63611,1065.54,967.00014,149.04986,50.58
2025-10-26 18:00:00,23.10089,1076.44,965.20803,152.82197,41.62
2025-10-26 18:05:00,5.06,1075.79,942.92291,154.82709,21.93
2025-10-26 18:10:00,24.37289,1087.34,964.91237,159.81763,37.39
2025-10-26 18:15:00,1.2,1073.6,909.72693,163.87307,0.0
2025-10-26 18:20:00,24.17745,1072.12,978.60742,171.46258,78.28
2025-10-26 18:25:00,32.04961,1077.34,990.00226,169.93774,82.99
2025-10-26 18:30:00,40.13923,1090.87,993.90081,175.40919,78.77
2025-10-26 18:35:00,26.86754,1096.78,972.25719,165.52281,41.02
2025-10-26 18:40:00,15.39012,1106.52,962.24982,165.48018,21.18
2025-10-26 18:45:00,5.14,1108.68,954.26828,156.46172,2.04
2025-10-26 18:50:00,3.18198,1087.85,936.3568,153.0832,1.58
2025-10-26 18:55:00,9.02005,1092.35,977.22243,154.08757,38.97
2025-10-26 19:00:00,14.16991,1091.97,981.84883,151.89117,41.79
2025-10-26 19:05:00,1.70863,1088.12,931.13109,158.98891,1.99
2025-10-26 19:10:00,1.44197,1079.97,919.8291,160.1409,0.0
2025-10-26 19:15:00,3.18198,1087.11,930.39351,156.71649,0.0
2025-10-26 19:20:00,1.44197,1077.19,922.95396,154.23604,0.0
2025-10-26 19:25:00,3.18198,1080.23,933.08346,147.14654,0.0
2025-10-26 19:30:00,0.28509,1068.73,908.00491,160.72509,0.0
2025-10-26 19:35:00,1.44197,1070.13,900.63984,169.49016,0.0
2025-10-26 19:40:00,0.22,1072.91,891.44888,181.46112,0.0
2025-10-26 19:45:00,0.2,1076.81,871.78584,205.02416,0.0
2025-10-26 19:50:00,0.2,1074.66,883.23418,215.86582,24.41
2025-10-26 19:55:00,5.06,1076.82,921.57096,212.34904,57.23
2025-10-26 20:00:00,5.06,1066.63,948.22691,224.86309,107.22
2025-10-26 20:05:00,5.06,1057.1,918.2495,234.4005,96.12
2025-10-26 20:10:00,3.32141,1061.88,838.50138,236.12862,12.71
2025-10-26 20:15:00,0.16,1053.89,815.3814,238.5086,0.0
2025-10-26 20:20:00,0.16,1051.94,810.8315,241.1085,0.0
2025-10-26 20:25:00,0.16,1046.87,801.20722,245.66278,0.0
2025-10-26 20:30:00,0.16,1049.26,804.71595,244.54405,0.0
2025-10-26 20:35:00,3.08,1040.25,887.47926,231.60074,79.16
2025-10-26 20:40:00,2.82932,1045.6,901.80215,203.29785,59.64
2025-10-26 20:45:00,6.34371,1042.7,913.70316,207.81684,79.16
2025-10-26 20:50:00,0.28509,1019.91,860.80662,212.05338,53.03
2025-10-26 20:55:00,3.65158,1028.42,901.9002,207.8998,81.75
2025-10-26 21:00:00,4.31833,1024.79,901.80226,213.90774,91.42
2025-10-26 21:05:00,7.7761,1018.5,814.92408,205.52592,1.94
2025-10-26 21:10:00,0.16,997.26,788.53721,208.72279,0.0
2025-10-26 21:15:00,0.16,1000.84,786.48925,214.35075,0.0
2025-10-26 21:20:00,0.13505,987.76,772.1672,215.5928,0.0
2025-10-26 21:25:00,0.2,992.77,777.03868,215.73132,0.0
2025-10-26 21:30:00,0.2,986.3,777.97513,213.94487,5.61
2025-10-26 21:35:00,6.16,979.7,883.41433,216.28567,121.03
2025-10-26 21:40:00,2.08,975.27,882.16782,213.10218,121.03
2025-10-26 21:45:00,1.08,963.24,872.09563,211.14437,121.03
2025-10-26 21:50:00,0.22,958.96,846.71267,200.58733,88.8
2025-10-26 21:55:00,0.28532,948.67,799.96556,180.69444,31.97
2025-10-26 22:00:00,0.2,946.3,757.17209,189.12791,0.0
2025-10-26 22:05:00,0.2,917.31,733.29159,184.01841,0.0
2025-10-26 22:10:00,1.08,920.2,745.95845,201.71155,27.44
2025-10-26 22:15:00,0.2,921.2,714.5609,217.1791,10.51
2025-10-26 22:20:00,0.40406,907.2,738.97675,208.66325,40.45
