date,Price,Demand,Scheduled_Gen,Semi_Scheduled_Gen,Net_Import
2025-10-26 12:40:00,-10.23,5239.58,2808.40448,1989.53552,-407.2
2025-10-26 12:45:00,0.69,5435.05,2817.00331,2250.57669,-324.31
2025-10-26 12:50:00,-0.38,5352.17,2745.0017,2208.8783,-371.03
2025-10-26 12:55:00,20.12,5079.17,2813.99842,2092.29158,-111.61
2025-10-26 13:00:00,-6.49975,5375.4,2703.00433,2094.27567,-528.84
2025-10-26 13:05:00,-17.19,5013.15,2608.15577,2062.42423,-318.6
2025-10-26 13:10:00,5.25212,5081.88,2548.00146,2231.49854,-255.74
2025-10-26 13:15:00,-6.5,4741.82,2530.00452,1867.51548,-246.43
2025-10-26 13:20:00,-8.38114,4758.58,2515.99649,1817.44351,-327.92
2025-10-26 13:25:00,-6.5,4693.88,2517.00194,2000.04806,-73.5
2025-10-26 13:30:00,-19.93,4595.34,2466.03352,1803.53648,-229.49
2025-10-26 13:35:00,-26.839,4602.62,2413.45273,1737.46727,-369.58
2025-10-26 13:40:00,-66.31,4537.65,2340.80327,1549.55673,-619.05
2025-10-26 13:45:00,-33.67,4375.08,2365.00138,1744.44862,-254.24
2025-10-26 13:50:00,-41.75866,4198.74,2314.62895,1852.10105,-9.14
2025-10-26 13:55:00,-40.38616,4158.02,2295.00448,1752.58552,-96.5
2025-10-26 14:00:00,-20.37,4014.33,2340.21691,1636.01309,68.98
2025-10-26 14:05:00,-19.99,3983.55,2365.00009,1319.41991,-224.31
2025-10-26 14:10:00,-81.97655,3885.94,2231.93541,890.81459,-716.78
2025-10-26 14:15:00,-20.99,4003.4,2374.00334,1438.41666,-154.57
2025-10-26 14:20:00,-19.93,4063.24,2365.004,1661.346,70.78
2025-10-26 14:25:00,-47.67235,3949.51,2357.27889,1515.12111,14.26
2025-10-26 14:30:00,-56.34365,3868.83,2295.00438,1428.26562,-66.11
2025-10-26 14:35:00,-59.46,3799.64,2295.00129,1451.34871,13.74
2025-10-26 14:40:00,-17.61444,3856.8,2347.9392,1608.6308,250.25
2025-10-26 14:45:00,-34.79216,3835.12,2355.50278,1533.40722,234.91
2025-10-26 14:50:00,-62.95,3790.44,2306.99982,1210.10018,-206.25
2025-10-26 14:55:00,-61.39041,3962.5,2295.0014,1406.0686,-216.67
2025-10-26 15:00:00,-46.9393,4191.34,2295.0047,1685.0753,-137.58
2025-10-26 15:05:00,-33.36672,4451.89,2294.99785,1721.94215,-349.94
2025-10-26 15:10:00,-36.16717,4488.08,2295.00196,1760.24804,-365.78
2025-10-26 15:15:00,-39.13563,4561.39,2295.00423,1651.97577,-597.86
